game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,source,status,completed,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin
401812081,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Drexel Dragons,Towson Tigers,0,0,,,,,False,Daskalakis Athletic Center,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,drexel::towson,d00397e587ea54dedbc92d7522bef62b,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Drexel Dragons,Towson Tigers,110.0,-135.0,,,,,,,,2026-02-22,0,False,144.1093292236328,4.88607120513916,70.684235,77.22792,2.019504,3.2321043,144.1093292236328,4.88607120513916
401813343,2026,2026-02-22,2026-02-22 18:00:00+00:00,2026-02-22 13:00,EST,Marist Red Foxes,Sacred Heart Pioneers,0,0,,,,,False,McCann Arena,2026-02-22T18:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,maristredfoxes::sacredheart,dcd2eb74917fc85146873e7e47f3a2e5,BetMGM,h2h,full_game,2026-02-22 18:00:00+00:00,2026-02-22 18:00:38+00:00,Marist Red Foxes,Sacred Heart Pioneers,-375.0,270.0,,,,,,,,2026-02-22,0,False,140.15787984212238,9.49723841349284,68.837326,76.48353,3.5903056,6.9556284,140.15787984212238,9.49723841349284
401813431,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Siena Saints,Saint Peter's Peacocks,0,0,,,,,False,MVP Arena,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,saintpeters::sienasaints,ccc49d1792ae6a2a305bfe46f34d5268,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Siena Saints,Saint Peter's Peacocks,-275.0,220.0,,,,,,,,2026-02-22,0,False,93.0079216003418,-0.044395899772644,69.54827,76.45283,-1.5057571,-0.015169382,93.0079216003418,-0.044395899772644
401817676,2026,2026-02-22,2026-02-22 18:00:00+00:00,2026-02-22 13:00,EST,Detroit Mercy Titans,Green Bay Phoenix,0,0,,,,,False,Calihan Hall,2026-02-22T18:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,detroitmercy::greenbayphoenix,af8c3d18322e1befbae3204c2426e1b4,BetMGM,h2h,full_game,2026-02-22 18:00:00+00:00,2026-02-22 18:00:38+00:00,Detroit Mercy Titans,Green Bay Phoenix,-110.0,-110.0,,,,,,,,2026-02-22,0,False,141.26739501953125,16.18863207499186,68.96622,76.72816,6.208562,10.058989,141.26739501953125,16.18863207499186
401817677,2026,2026-02-22,2026-02-22 20:00:00+00:00,2026-02-22 15:00,EST,Oakland Golden Grizzlies,Milwaukee Panthers,0,0,,,,,False,OU Credit Union O'rena,2026-02-22T20:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,milwaukee::oaklandgoldengrizzlies,555e06ca00a570f6d87a4d3b52235ef8,BetMGM,h2h,full_game,2026-02-22 20:00:00+00:00,2026-02-22 18:00:38+00:00,Oakland Golden Grizzlies,Milwaukee Panthers,-300.0,240.0,,,,,,,,2026-02-22,0,False,94.5150161743164,4.421799659729004,69.48641,76.68183,2.1420221,4.5420465,94.5150161743164,4.421799659729004
401817678,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Cleveland State Vikings,Purdue Fort Wayne Mastodons,0,0,,,,,False,Wolstein Center,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,clevelandstate::purduefortwaynemastodons,98c3921dbe8b93428e6d1b5079d28e0d,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Cleveland St Vikings,Fort Wayne Mastodons,140.0,-170.0,,,,,,,,2026-02-22,0,False,96.1241928100586,1.3420064449310305,70.25426,76.859955,-0.37079597,0.70108986,96.1241928100586,1.3420064449310305
401817679,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Wright State Raiders,Robert Morris Colonials,0,0,,,,,False,Nutter Center,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,robertmorriscolonials::wrightstateraiders,dc1530f0d0e6c4d1496ad12f090fd196,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Wright St Raiders,Robert Morris Colonials,-200.0,165.0,,,,,,,,2026-02-22,0,False,147.43036499023438,10.694667053222656,71.23467,77.640945,4.2578964,5.459284,147.43036499023438,10.694667053222656
401817680,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Youngstown State Penguins,Northern Kentucky Norse,0,0,,,,,False,Beeghly Center,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,northernkentucky::youngstownstate,04f8a1220bc3a92015516e1a363e42f8,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Youngstown St Penguins,Northern Kentucky Norse,-135.0,110.0,,,,,,,,2026-02-22,0,False,143.73800659179688,-6.975903034210205,70.493225,76.76373,-3.299773,-3.1412551,143.73800659179688,-6.975903034210205
401820593,2026,2026-02-22,2026-02-22 19:00:00+00:00,2026-02-22 14:00,EST,Quinnipiac Bobcats,Fairfield Stags,0,0,,,,,False,M&T Bank Arena,2026-02-22T19:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,fairfield::quinnipiac,20a278f76224a762bb2c4129794bde64,BetMGM,h2h,full_game,2026-02-22 19:00:00+00:00,2026-02-22 18:00:38+00:00,Quinnipiac Bobcats,Fairfield Stags,-275.0,220.0,,,,,,,,2026-02-22,0,False,139.52891540527344,7.992117881774902,68.70512,76.343834,2.4794211,5.713928,139.52891540527344,7.992117881774902
401824312,2026,2026-02-22,2026-02-22 18:00:00+00:00,2026-02-22 13:00,EST,Merrimack Warriors,Iona Gaels,0,0,,,,,False,Lawler Arena,2026-02-22T18:00:00Z,2026-02-22,,,,STATUS_SCHEDULED,False,iona::merrimack,538626a9b6ad1c9de274acb1ebeae5ef,BetMGM,h2h,full_game,2026-02-22 18:00:00+00:00,2026-02-22 18:00:38+00:00,Merrimack Warriors,Iona Gaels,-295.0,230.0,,,,,,,,2026-02-22,0,False,142.69625854492188,-3.133641242980957,70.05102,76.66427,-1.808541,-0.87487674,142.69625854492188,-3.133641242980957
