game_id,season,date_game,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:01+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:01+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,149.5,-110.0,-110.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:33+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:33+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-110.0,-110.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:30+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-114.0,28.5,-109.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:30+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,151.0,-110.0,-113.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Bovada,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:12+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.0,-110.0,28.0,-110.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Bovada,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:12+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,151.0,-110.0,-110.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Caesars,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:17+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Caesars,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:17+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-110.0,-110.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,DraftKings,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:09+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-112.0,28.5,-108.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,DraftKings,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:09+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.5,-105.0,-115.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,FanDuel,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:09+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-108.0,28.5,-112.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,FanDuel,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:42:09+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.5,-108.0,-112.0,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,LowVig.ag,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:28+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-106.0,28.5,-106.0,,,,2025-11-15,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,LowVig.ag,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 19:43:28+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-108.0,-108.0,2025-11-15,0
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetMGM,h2h,2h,2025-11-16 01:00:00+00:00,2025-11-15 19:43:02+00:00,Oral Roberts Golden Eagles,Belmont Bruins,260.0,-325.0,,,,,,,,2025-11-16,1
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetMGM,spreads,full_game,2025-11-16 01:00:00+00:00,2025-11-15 19:43:02+00:00,Oral Roberts Golden Eagles,Belmont Bruins,,,7.5,-115.0,-7.5,-105.0,,,,2025-11-16,1
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetMGM,totals,full_game,2025-11-16 01:00:00+00:00,2025-11-15 19:43:02+00:00,Oral Roberts Golden Eagles,Belmont Bruins,,,,,,,173.5,-110.0,-110.0,2025-11-16,1
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetOnline.ag,h2h,2h,2025-11-16 01:00:00+00:00,2025-11-15 19:43:33+00:00,Oral Roberts Golden Eagles,Belmont Bruins,280.0,-350.0,,,,,,,,2025-11-16,1
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetOnline.ag,spreads,full_game,2025-11-16 01:00:00+00:00,2025-11-15 19:43:33+00:00,Oral Roberts Golden Eagles,Belmont Bruins,,,7.5,-110.0,-7.5,-110.0,,,,2025-11-16,1
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,belmont::oralrobertsgolden,4b712a6b5ad9ea04af597519d3bb44e9,BetOnline.ag,totals,full_game,2025-11-16 01:00:00+00:00,2025-11-15 19:43:33+00:00,Oral Roberts Golden Eagles,Belmont Bruins,,,,,,,173.5,-112.0,-108.0,2025-11-16,1
